Key	Value
Experiment|AcquisitionBlock|AcquisitionModeSetup|Objective	W Plan-Apochromat 20x/1.0 UV-VIS_4909000081
Experiment|AcquisitionBlock|AcquisitionModeSetup|OffsetX	0
Experiment|AcquisitionBlock|AcquisitionModeSetup|OffsetY	0
Experiment|AcquisitionBlock|AcquisitionModeSetup|OffsetZ	-1.2999999999919964e-008
Experiment|AcquisitionBlock|AcquisitionModeSetup|PixelPeriod	1.5999999999999999e-006
Experiment|AcquisitionBlock|AcquisitionModeSetup|PreScan	false
Experiment|AcquisitionBlock|AcquisitionModeSetup|Rotation	0
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtBinning	1
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtFrameHeight	512
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtFrameWidth	512
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtLinePeriod	3.0000000000000001e-005
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtOffsetX	0
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtOffsetY	0
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtRegionHeight	512
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtRegionWidth	512
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtSuperSampling	1
Experiment|AcquisitionBlock|AcquisitionModeSetup|RtZoom	0.80000000000000004
Experiment|AcquisitionBlock|AcquisitionModeSetup|ScalingX	2.8536950075314258e-007
Experiment|AcquisitionBlock|AcquisitionModeSetup|ScalingY	2.8536950075314258e-007
Experiment|AcquisitionBlock|AcquisitionModeSetup|ScalingZ	3.0000000000000001e-006
Experiment|AcquisitionBlock|AcquisitionModeSetup|SimRotations	3
Experiment|AcquisitionBlock|AcquisitionModeSetup|TimeSeries	false
Experiment|AcquisitionBlock|AcquisitionModeSetup|TrackMultiplexType	FrameFast
Experiment|AcquisitionBlock|AcquisitionModeSetup|UseRois	false
Experiment|AcquisitionBlock|AcquisitionModeSetup|ZoomX	1
Experiment|AcquisitionBlock|AcquisitionModeSetup|ZoomY	1
Experiment|AcquisitionBlock|Laser|LaserName #1	Laser 561-75
Experiment|AcquisitionBlock|Laser|LaserName #2	Laser 488-100
Experiment|AcquisitionBlock|Laser|LaserPower #1	0.074999999999999997
Experiment|AcquisitionBlock|Laser|LaserPower #2	0.10000000000000001
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|ExcitationIntensity #1	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|ExcitationIntensity #2	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|Laser #1	Laser 561-75
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|Laser #2	Laser 488-100
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|LaserSuppression #1	false
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|LaserSuppression #2	false
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|Transmission #1	0.029999999999999999
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|Transmission #2	0.029999999999999999
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|Wavelength #1	5.6100000000000001e-007
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Attenuator|Wavelength #2	4.8800000000000003e-007
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|BeamSplitterServoPosition #1	4
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|BeamSplitterServoPosition #2	3
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|BeamSplitterServoPosition #3	-1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|Filter #1	LBF 405/488/561
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|Filter #2	SBS LP 560-1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|Identifier #1	MainBeamSplitterNonDescanned
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|Identifier #2	CameraBeamSplitter
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|BeamSplitter|Identifier #3	BeamSplitterInvalid
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|CameraIntegrationTime	0.029960110000000002
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|CenterWavelength	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|CondensorAperture	-1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|CondensorFrontlensPosition	-1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|AmplifierGain #1	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|AmplifierGain #2	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|AmplifierOffset #1	0.10000000000000001
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|AmplifierOffset #2	0.10000000000000001
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Color #1	#00FF00
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Color #2	#FF00FF
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DetectorIdentifier #1	CameraMonochrome1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DetectorIdentifier #2	CameraMonochrome2
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DetectorMode #1	PhotonCounting
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DetectorMode #2	PhotonCounting
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DigitalGain #1	1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DigitalGain #2	1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DigitalOffset #1	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|DigitalOffset #2	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Filterset #1	SP 550
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Filterset #2	LP 585
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|ImageChannelName #1	Cam1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|ImageChannelName #2	Cam2
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|LaserSuppression #1	true
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|LaserSuppression #2	true
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Name #1	Camera
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Name #2	Camera
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Palette #1	LsmDetectorPalette_0_0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Palette #2	LsmDetectorPalette_0_1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|PinholeDiameter #1	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|PinholeDiameter #2	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|PureRatioSource #1	false
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|PureRatioSource #2	false
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|SpectralScanChannels #1	32
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|SpectralScanChannels #2	32
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Voltage #1	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Detector|Voltage #2	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|DeviceMode	SPIM
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|FieldStopPosition	-1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|FilterTransmission	-1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|LaserSuppressionMode	None
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|Name	Track1
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|PalmSlider	true
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|ReflectedLightLampIntensity	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|SimGratingPeriod	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|TirfAngle	0
Experiment|AcquisitionBlock|MultiTrackSetup|TrackSetup|TransmittedLightLampIntensity	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #01	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #02	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #03	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #04	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #05	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #06	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #07	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #08	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #09	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #10	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #11	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #12	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #13	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #14	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #15	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusMode #16	Off
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #01	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #02	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #03	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #04	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #05	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #06	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #07	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #08	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #09	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #10	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #11	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #12	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #13	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #14	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #15	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|AutoFocusOffset #16	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #01	0.000673302
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #02	0.000673299
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #03	0.000631725
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #04	0.00063174
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #05	0.000660477
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #06	0.000654789
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #07	0.000661799
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #08	0.000644768
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #09	0.000690818
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #10	0.000690818
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #11	0.000721807
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #12	0.000712344
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #13	0.00070525
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #14	0.000729148
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #15	0.000707265
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|X #16	0.000721368
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #01	0.00612174
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #02	0.00734208
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #03	0.0079483
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #04	0.00855628
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #05	0.00912175
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #06	0.00966374
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #07	0.0102459
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #08	0.011363
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #09	0.012567
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #10	0.0130921
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #11	0.0136717
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #12	0.0142772
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #13	0.0148573
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #14	0.015415
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #15	0.0164734
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Y #16	0.0170251
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #01	0.000392944
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #02	0.00038303
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #03	0.000379902
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #04	0.000397627
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #05	0.0003872
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #06	0.000392112
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #07	0.000376774
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #08	0.000374689
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #09	0.000388263
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #10	0.000371736
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #11	0.000379902
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #12	0.000370518
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #13	0.000374689
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #14	0.000368433
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #15	0.000362182
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|Position|Z #16	0.000359049
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #01	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #02	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #03	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #04	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #05	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #06	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #07	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #08	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #09	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #10	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #11	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #12	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #13	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #14	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #15	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionMode #16	CenteredGrid
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #01	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #02	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #03	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #04	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #05	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #06	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #07	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #08	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #09	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #10	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #11	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #12	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #13	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #14	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #15	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TileAcquisitionOverlap #16	0
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #01	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #02	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #03	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #04	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #05	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #06	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #07	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #08	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #09	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #10	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #11	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #12	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #13	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #14	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #15	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesX #16	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #01	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #02	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #03	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #04	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #05	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #06	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #07	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #08	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #09	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #10	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #11	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #12	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #13	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #14	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #15	5
Experiment|AcquisitionBlock|TilesSetup|PositionGroup|TilesY #16	5
Experiment|AcquisitionBlock|ZStackSetup|Extrapolate	false
Experiment|AcquisitionBlock|ZStackSetup|Interpolation	Cubic
Experiment|AcquisitionBlock|ZStackSetup|StackBrightnessCorrection	false
Experiment|ExperimentBlockIndex	0
Information|Application|Name	AIMApplication
Information|Application|Version	9.2.10.54
Information|Document|CreationDate	2020-09-16T18:15:27
Information|Document|Name	btd-gap_z3_t55s
Information|Document|Rating	0
Information|Document|SubType	Image
Information|Document|Title	btd-gap_z3_t55s
Information|Document|UserName	LMF user
Information|Image|Channel|AcquisitionMode #1	SPIM
Information|Image|Channel|AcquisitionMode #2	SPIM
Information|Image|Channel|Amplitude #1	6
Information|Image|Channel|Amplitude #2	6
Information|Image|Channel|Attenuation #1	0.96999999999999997
Information|Image|Channel|Attenuation #2	0.96999999999999997
Information|Image|Channel|Attenuation #3	0.96999999999999997
Information|Image|Channel|Attenuation #4	0.96999999999999997
Information|Image|Channel|Binning #1	1x1
Information|Image|Channel|Binning #2	1x1
Information|Image|Channel|ContrastMethod #1	Fluorescence
Information|Image|Channel|ContrastMethod #2	Fluorescence
Information|Image|Channel|DetectionWavelength|SinglePeak #1	498.00000000000006
Information|Image|Channel|DetectionWavelength|SinglePeak #2	571
Information|Image|Channel|Detector|Id #1	Detector:0:0
Information|Image|Channel|Detector|Id #2	Detector:0:1
Information|Image|Channel|DigitalGain #1	0
Information|Image|Channel|DigitalGain #2	0
Information|Image|Channel|EmissionWavelength #1	498.00000000000006
Information|Image|Channel|EmissionWavelength #2	571
Information|Image|Channel|FilterSet|Id #1	FilterSet:0:0:0
Information|Image|Channel|FilterSet|Id #2	FilterSet:0:1:0
Information|Image|Channel|Gain #1	0
Information|Image|Channel|Gain #2	0
Information|Image|Channel|Id #1	1418059684108391920540701754161938207895
Information|Image|Channel|Id #2	3642104294121722277539878711453067640124
Information|Image|Channel|IlluminationType #1	Oblique
Information|Image|Channel|IlluminationType #2	Oblique
Information|Image|Channel|IlluminationWavelength|SinglePeak #1	488.00000000000006
Information|Image|Channel|IlluminationWavelength|SinglePeak #2	561
Information|Image|Channel|LightSource|Id #1	LightSource:0
Information|Image|Channel|LightSource|Id #2	LightSource:1
Information|Image|Channel|LightSource|Id #3	LightSource:0
Information|Image|Channel|LightSource|Id #4	LightSource:1
Information|Image|Channel|NADetection #1	0.99459381853252027
Information|Image|Channel|NADetection #2	0.99459381853252027
Information|Image|Channel|NALightSheet #1	0.036202985042094737
Information|Image|Channel|NALightSheet #2	0.036202985042094737
Information|Image|Channel|Name #1	Cam1
Information|Image|Channel|Name #2	Cam2
Information|Image|Channel|Offset #1	0.10000000000000001
Information|Image|Channel|Offset #2	0.10000000000000001
Information|Image|Channel|PhotonConversionFactor #1	0
Information|Image|Channel|PhotonConversionFactor #2	0
Information|Image|Channel|Wavelength #1	561
